ts_event,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,best_level_ofi,multi_level_ofi,integrated_ofi
2024-10-21 12:31:51.146504844+00:00,2024-10-21 12:31:51.146504844+00:00,10,2,38,A,A,2,233.97,7,130,166561,13451541,AAPL,0,1230,89.70316898854716
2024-10-21 12:31:52.622166042+00:00,2024-10-21 12:31:52.622166042+00:00,10,2,38,A,A,1,233.9,200,130,166430,13453377,AAPL,0,200,-30.074227863711645
2024-10-21 12:31:55.540346724+00:00,2024-10-21 12:31:55.540346724+00:00,10,2,38,A,B,0,233.7,7,130,166412,13457388,AAPL,7,7,-43.60617860627246
2024-10-21 12:32:04.030002963+00:00,2024-10-21 12:32:04.030002963+00:00,10,2,38,C,A,2,233.97,7,130,166450,13466439,AAPL,0,1230,89.70316898854716
2024-10-21 12:32:05.348083+00:00,2024-10-21 12:32:05.348083+00:00,10,2,38,C,B,0,233.7,200,130,166023,13468073,AAPL,-200,-200,-46.96932719514365
2024-10-21 12:32:05.348095069+00:00,2024-10-21 12:32:05.348095069+00:00,10,2,38,A,B,2,233.61,400,130,166415,13468074,AAPL,0,1260,136.7847135943333
2024-10-21 12:32:05.979188085+00:00,2024-10-21 12:32:05.979188085+00:00,10,2,38,A,B,0,233.8,40,130,166650,13468626,AAPL,40,2398,215.71485034915256
2024-10-21 12:32:06.032805816+00:00,2024-10-21 12:32:06.032805816+00:00,10,2,38,A,A,7,234.32,7,130,166440,13468663,AAPL,0,612,6.425746124623427
2024-10-21 12:32:07.542071110+00:00,2024-10-21 12:32:07.542071110+00:00,10,2,38,C,A,1,233.9,200,130,165927,13470422,AAPL,0,1430,108.60996520439173
2024-10-21 12:32:07.542083244+00:00,2024-10-21 12:32:07.542083244+00:00,10,2,38,A,A,1,233.92,200,130,166360,13470423,AAPL,0,1430,108.60996520439173
2024-10-21 12:32:07.598649034+00:00,2024-10-21 12:32:07.598649034+00:00,10,2,38,A,B,3,233.62,400,130,166657,13470579,AAPL,0,400,39.34781686882863
2024-10-21 12:32:07.665482103+00:00,2024-10-21 12:32:07.665482103+00:00,10,2,38,A,A,1,233.91,200,130,166347,13470737,AAPL,0,200,-30.074227863711645
2024-10-21 12:32:08.403235695+00:00,2024-10-21 12:32:08.403235695+00:00,10,2,38,A,B,2,233.66,200,130,166832,13471380,AAPL,0,-950,-198.6091835775195
2024-10-21 12:32:11.088924820+00:00,2024-10-21 12:32:11.088924820+00:00,10,2,38,C,A,0,233.86,10,130,166158,13473926,AAPL,-10,-10,-43.882379215020336
2024-10-21 12:32:11.127329051+00:00,2024-10-21 12:32:11.127329051+00:00,10,2,38,A,B,2,233.67,200,130,166315,13473989,AAPL,0,951,71.18278042866856
2024-10-21 12:32:11.560345813+00:00,2024-10-21 12:32:11.560345813+00:00,10,2,38,A,B,2,233.67,200,130,166420,13474559,AAPL,0,200,-22.28317366208405
2024-10-21 12:32:11.562209891+00:00,2024-10-21 12:32:11.562209891+00:00,10,2,38,C,A,1,233.91,200,130,166093,13474560,AAPL,0,1430,108.60996520439173
2024-10-21 12:32:11.562224326+00:00,2024-10-21 12:32:11.562224326+00:00,10,2,38,A,A,1,233.96,400,130,166372,13474561,AAPL,0,1630,122.25564560937815
2024-10-21 12:32:11.610968597+00:00,2024-10-21 12:32:11.610968597+00:00,10,2,38,C,B,2,233.67,200,130,165951,13474618,AAPL,0,-200,-65.15664287531204
2024-10-21 12:32:11.610981426+00:00,2024-10-21 12:32:11.610981426+00:00,10,2,38,A,B,1,233.71,200,130,166493,13474620,AAPL,0,1407,99.29646548720385
2024-10-21 12:32:11.648070870+00:00,2024-10-21 12:32:11.648070870+00:00,10,2,38,A,A,1,233.94,200,130,166425,13474689,AAPL,0,200,-30.074227863711645
2024-10-21 12:32:14.797225568+00:00,2024-10-21 12:32:14.797225568+00:00,10,2,38,C,A,0,233.86,10,130,166380,13478065,AAPL,10,1440,108.77243615071399
2024-10-21 12:32:14.798092831+00:00,2024-10-21 12:32:14.798092831+00:00,10,2,38,A,A,0,233.82,10,130,166153,13478070,AAPL,10,1440,108.77243615071399
2024-10-21 12:32:18.141468975+00:00,2024-10-21 12:32:18.141468975+00:00,10,2,38,T,A,0,233.8,40,130,168646,13481121,AAPL,0,0,-43.71990826869805
2024-10-21 12:32:18.141468975+00:00,2024-10-21 12:32:18.141468975+00:00,10,2,38,C,B,0,233.8,40,130,168646,13481121,AAPL,-40,-2198,-280.8521199006417
2024-10-21 12:32:18.141491360+00:00,2024-10-21 12:32:18.141491360+00:00,10,2,38,A,A,0,233.81,100,130,166482,13481122,AAPL,100,1435,93.05384877638768
2024-10-21 12:32:18.141532732+00:00,2024-10-21 12:32:18.141532732+00:00,10,2,38,C,A,0,233.81,100,130,166838,13481123,AAPL,100,1435,93.05384877638768
2024-10-21 12:32:18.141539068+00:00,2024-10-21 12:32:18.141539068+00:00,10,2,38,C,B,0,233.71,200,130,165877,13481124,AAPL,-200,-2268,-267.05934476207307
2024-10-21 12:32:18.152822419+00:00,2024-10-21 12:32:18.152822419+00:00,10,2,38,A,A,0,233.81,2,130,166002,13481140,AAPL,2,1337,91.46163350242935
2024-10-21 12:32:18.152831190+00:00,2024-10-21 12:32:18.152831190+00:00,10,2,38,A,A,0,233.8,100,130,167092,13481141,AAPL,100,937,65.12796609163276
2024-10-21 12:32:18.153255214+00:00,2024-10-21 12:32:18.153255214+00:00,10,2,38,C,A,0,233.8,100,130,165945,13481143,AAPL,100,937,65.12796609163276
2024-10-21 12:32:18.153370459+00:00,2024-10-21 12:32:18.153370459+00:00,10,2,38,C,A,0,233.81,2,130,166206,13481144,AAPL,2,1337,91.46163350242935
2024-10-21 12:32:18.161685578+00:00,2024-10-21 12:32:18.161685578+00:00,10,2,38,C,A,7,234.32,7,130,166358,13481150,AAPL,0,612,6.425746124623427
2024-10-21 12:32:18.224017456+00:00,2024-10-21 12:32:18.224017456+00:00,10,2,38,A,B,2,233.62,400,130,166655,13481183,AAPL,0,1260,136.7847135943333
2024-10-21 12:32:18.224122852+00:00,2024-10-21 12:32:18.224122852+00:00,10,2,38,A,A,1,233.94,200,130,166233,13481184,AAPL,0,200,-30.074227863711645
2024-10-21 12:32:18.276169768+00:00,2024-10-21 12:32:18.276169768+00:00,10,2,38,C,A,1,233.94,200,130,166550,13481217,AAPL,0,-200,-57.36558867368446
2024-10-21 12:32:18.276183899+00:00,2024-10-21 12:32:18.276183899+00:00,10,2,38,A,A,1,233.91,200,130,166931,13481218,AAPL,0,200,-30.074227863711645
2024-10-21 12:32:20.168408031+00:00,2024-10-21 12:32:20.168408031+00:00,10,2,38,A,A,7,234.3,7,130,167050,13482471,AAPL,0,612,6.425746124623427
2024-10-21 12:32:23.901384194+00:00,2024-10-21 12:32:23.901384194+00:00,10,2,38,A,A,1,233.91,200,130,166729,13485795,AAPL,0,200,-30.074227863711645
2024-10-21 12:32:27.277441455+00:00,2024-10-21 12:32:27.277441455+00:00,10,2,38,A,B,0,233.74,35,130,166507,13488000,AAPL,35,2393,215.63361487599138
2024-10-21 12:32:27.281535445+00:00,2024-10-21 12:32:27.281535445+00:00,10,2,38,C,B,0,233.74,35,130,165835,13488011,AAPL,-35,-2393,-303.07343141338754
2024-10-21 12:32:27.945642504+00:00,2024-10-21 12:32:27.945642504+00:00,10,2,38,C,B,2,233.62,200,130,166335,13488656,AAPL,0,-200,-65.15664287531204
2024-10-21 12:32:35.504980540+00:00,2024-10-21 12:32:35.504980540+00:00,10,2,38,A,B,0,233.76,106,130,166270,13495134,AAPL,106,2264,175.25329602611623
2024-10-21 12:32:35.505060728+00:00,2024-10-21 12:32:35.505060728+00:00,10,2,38,T,B,0,233.82,10,130,167648,13495137,AAPL,0,0,-43.71990826869805
2024-10-21 12:32:35.505060728+00:00,2024-10-21 12:32:35.505060728+00:00,10,2,38,C,A,0,233.82,10,130,167648,13495137,AAPL,10,1640,122.41811655570041
2024-10-21 12:32:35.505082570+00:00,2024-10-21 12:32:35.505082570+00:00,10,2,38,A,B,0,233.78,100,130,166444,13495138,AAPL,100,2354,212.13961785432278
2024-10-21 12:32:35.505087722+00:00,2024-10-21 12:32:35.505087722+00:00,10,2,38,A,B,0,233.79,5,130,166858,13495140,AAPL,5,2249,313.1545775471814
2024-10-21 12:32:35.505097774+00:00,2024-10-21 12:32:35.505097774+00:00,10,2,38,A,B,1,233.78,100,130,166208,13495141,AAPL,0,100,-36.897068066204845
2024-10-21 12:32:35.505110083+00:00,2024-10-21 12:32:35.505110083+00:00,10,2,38,A,B,2,233.77,97,130,166233,13495142,AAPL,0,2226,221.4404333149902
2024-10-21 12:32:35.505118236+00:00,2024-10-21 12:32:35.505118236+00:00,10,2,38,C,A,0,233.91,200,130,165589,13495143,AAPL,-200,-200,-46.96932719514365
2024-10-21 12:32:35.505132160+00:00,2024-10-21 12:32:35.505132160+00:00,10,2,38,C,B,1,233.78,100,130,166888,13495144,AAPL,0,-100,-50.54274847119126
2024-10-21 12:32:35.505139710+00:00,2024-10-21 12:32:35.505139710+00:00,10,2,38,C,B,1,233.78,100,130,165671,13495145,AAPL,0,-2326,-315.7030900548795
2024-10-21 12:32:35.509073618+00:00,2024-10-21 12:32:35.509073618+00:00,10,2,38,C,B,2,233.76,106,130,166369,13495161,AAPL,0,-2144,-393.69031840892313
2024-10-21 12:32:35.605165948+00:00,2024-10-21 12:32:35.605165948+00:00,10,2,38,C,B,0,233.79,5,130,165884,13495731,AAPL,-5,-2250,-297.4219047834329
2024-10-21 12:32:35.605194517+00:00,2024-10-21 12:32:35.605194517+00:00,10,2,38,C,B,0,233.77,97,130,166005,13495732,AAPL,-97,-2255,-262.54688871182236
2024-10-21 12:32:37.670347240+00:00,2024-10-21 12:32:37.670347240+00:00,10,2,38,A,B,2,233.62,200,130,166616,13497731,AAPL,0,200,-22.28317366208405
2024-10-21 12:32:38.041341719+00:00,2024-10-21 12:32:38.041341719+00:00,10,2,38,A,A,0,233.91,200,130,166127,13498518,AAPL,200,200,-40.470489342252456
2024-10-21 12:32:38.100855625+00:00,2024-10-21 12:32:38.100855625+00:00,10,2,38,C,A,0,233.91,200,130,165945,13498654,AAPL,-200,-200,-46.96932719514365
2024-10-21 12:32:38.100868142+00:00,2024-10-21 12:32:38.100868142+00:00,10,2,38,A,A,0,233.9,400,130,166237,13498655,AAPL,400,400,-37.22107041580687
2024-10-21 12:32:48.253052117+00:00,2024-10-21 12:32:48.253052117+00:00,10,2,38,C,B,2,233.62,200,130,166100,13508734,AAPL,0,-200,-65.15664287531204
2024-10-21 12:32:48.253063227+00:00,2024-10-21 12:32:48.253063227+00:00,10,2,38,C,B,2,233.62,200,130,166387,13508735,AAPL,0,-1060,-202.78779552511543
2024-10-21 12:32:48.253074967+00:00,2024-10-21 12:32:48.253074967+00:00,10,2,38,A,B,2,233.6,400,130,166593,13508736,AAPL,0,1260,136.7847135943333
2024-10-21 12:32:48.306721177+00:00,2024-10-21 12:32:48.306721177+00:00,10,2,38,A,A,0,233.89,400,130,166180,13508952,AAPL,400,400,-37.22107041580687
2024-10-21 12:32:55.953734385+00:00,2024-10-21 12:32:55.953734385+00:00,10,2,38,A,B,2,233.64,200,130,166509,13515293,AAPL,0,200,-22.28317366208405
2024-10-21 12:33:01.303215240+00:00,2024-10-21 12:33:01.303215240+00:00,10,2,38,A,A,0,233.84,5,130,166391,13521554,AAPL,5,1635,122.33688108253928
2024-10-21 12:33:05.793522393+00:00,2024-10-21 12:33:05.793522393+00:00,10,2,38,A,A,0,233.84,24,130,166383,13524828,AAPL,24,24,-43.32997799752458
2024-10-21 12:33:05.794507041+00:00,2024-10-21 12:33:05.794507041+00:00,10,2,38,C,A,7,234.3,7,130,166138,13524831,AAPL,0,612,6.425746124623427
2024-10-21 12:33:06.321056918+00:00,2024-10-21 12:33:06.321056918+00:00,10,2,38,A,B,0,233.76,14,130,166319,13525485,AAPL,14,2172,173.75856331995126
2024-10-21 12:33:06.321081410+00:00,2024-10-21 12:33:06.321081410+00:00,10,2,38,A,B,0,233.78,36,130,167550,13525487,AAPL,36,2198,204.82279081156648
2024-10-21 12:33:06.321117671+00:00,2024-10-21 12:33:06.321117671+00:00,10,2,38,T,N,0,233.83,29,130,167022,13525492,AAPL,0,0,-43.71990826869805
2024-10-21 12:33:06.325151716+00:00,2024-10-21 12:33:06.325151716+00:00,10,2,38,C,B,1,233.76,14,130,165938,13525511,AAPL,0,-2162,-291.6777119422024
2024-10-21 12:33:06.325187400+00:00,2024-10-21 12:33:06.325187400+00:00,10,2,38,C,B,0,233.78,36,130,165996,13525512,AAPL,-36,-2194,-261.5558159392564
2024-10-21 12:33:07.427626768+00:00,2024-10-21 12:33:07.427626768+00:00,10,2,38,C,A,0,233.84,24,130,166223,13527091,AAPL,-24,-24,-44.109838539871525
2024-10-21 12:33:07.801879861+00:00,2024-10-21 12:33:07.801879861+00:00,10,2,38,A,A,7,234.31,7,130,166239,13527410,AAPL,0,612,6.425746124623427
2024-10-21 12:33:09.053244732+00:00,2024-10-21 12:33:09.053244732+00:00,10,2,38,A,A,0,233.82,24,130,166295,13528078,AAPL,24,1554,112.91466218082772
2024-10-21 12:33:09.156252110+00:00,2024-10-21 12:33:09.156252110+00:00,10,2,38,T,B,0,233.82,1,130,167605,13528171,AAPL,0,0,-43.71990826869805
2024-10-21 12:33:09.156252110+00:00,2024-10-21 12:33:09.156252110+00:00,10,2,38,C,A,0,233.82,1,130,167605,13528171,AAPL,-1,-1,-43.736155363330276
2024-10-21 12:33:12.169745303+00:00,2024-10-21 12:33:12.169745303+00:00,10,2,38,C,A,8,234.31,7,130,166303,13529825,AAPL,0,507,-13.730797759171736
2024-10-21 12:33:14.175223557+00:00,2024-10-21 12:33:14.175223557+00:00,10,2,38,A,A,8,234.3,7,130,166662,13530741,AAPL,0,507,-13.730797759171736
2024-10-21 12:33:14.283552259+00:00,2024-10-21 12:33:14.283552259+00:00,10,2,38,C,A,1,233.84,5,130,166298,13530784,AAPL,0,1530,112.52473190965424
2024-10-21 12:33:15.381509806+00:00,2024-10-21 12:33:15.381509806+00:00,10,2,38,C,A,1,233.89,200,130,166506,13531808,AAPL,0,-200,-57.36558867368446
2024-10-21 12:33:15.434611774+00:00,2024-10-21 12:33:15.434611774+00:00,10,2,38,A,B,2,233.65,200,130,166402,13531917,AAPL,0,200,-22.28317366208405
2024-10-21 12:33:21.206576211+00:00,2024-10-21 12:33:21.206576211+00:00,10,2,38,A,A,1,233.85,32,130,166302,13537508,AAPL,0,1357,92.93016415771339
2024-10-21 12:33:21.206611882+00:00,2024-10-21 12:33:21.206611882+00:00,10,2,38,C,B,2,233.65,200,130,166634,13537509,AAPL,0,-1060,-202.78779552511543
2024-10-21 12:33:21.210681542+00:00,2024-10-21 12:33:21.210681542+00:00,10,2,38,C,A,1,233.85,32,130,166016,13537514,AAPL,0,1357,92.93016415771339
2024-10-21 12:33:21.285249933+00:00,2024-10-21 12:33:21.285249933+00:00,10,2,38,A,B,2,233.6,400,130,166380,13537538,AAPL,0,1260,136.7847135943333
2024-10-21 12:33:22.875006113+00:00,2024-10-21 12:33:22.875006113+00:00,10,2,38,C,A,7,234.3,7,130,166096,13538739,AAPL,0,612,6.425746124623427
2024-10-21 12:33:24.340747933+00:00,2024-10-21 12:33:24.340747933+00:00,10,2,38,A,B,2,233.64,200,130,166619,13539543,AAPL,0,200,-22.28317366208405
2024-10-21 12:33:24.880805430+00:00,2024-10-21 12:33:24.880805430+00:00,10,2,38,A,A,2,233.98,7,130,166247,13539855,AAPL,0,1230,89.70316898854716
2024-10-21 12:33:26.285422898+00:00,2024-10-21 12:33:26.285422898+00:00,10,2,38,C,B,2,233.64,200,130,165885,13540562,AAPL,0,-1060,-202.78779552511543
2024-10-21 12:33:26.285434922+00:00,2024-10-21 12:33:26.285434922+00:00,10,2,38,A,B,2,233.6,400,130,166413,13540563,AAPL,0,1260,136.7847135943333
2024-10-21 12:33:26.288517312+00:00,2024-10-21 12:33:26.288517312+00:00,10,2,38,A,A,1,233.89,200,130,166344,13540564,AAPL,0,200,-30.074227863711645
2024-10-21 12:33:28.839620575+00:00,2024-10-21 12:33:28.839620575+00:00,10,2,38,C,A,1,233.89,200,130,166739,13542107,AAPL,0,-200,-57.36558867368446
2024-10-21 12:33:28.839633521+00:00,2024-10-21 12:33:28.839633521+00:00,10,2,38,A,A,1,233.88,400,130,166698,13542108,AAPL,0,400,-16.428547458725237
2024-10-21 12:33:29.340151844+00:00,2024-10-21 12:33:29.340151844+00:00,10,2,38,A,B,2,233.63,200,130,166793,13542527,AAPL,0,200,-22.28317366208405
2024-10-21 12:33:36.906518675+00:00,2024-10-21 12:33:36.906518675+00:00,10,2,38,C,A,1,233.88,200,130,166403,13547756,AAPL,0,-200,-57.36558867368446
2024-10-21 12:33:39.988033229+00:00,2024-10-21 12:33:39.988033229+00:00,10,2,38,A,B,0,233.75,5,130,166323,13550081,AAPL,5,2163,173.6123394682612
2024-10-21 12:33:41.899233441+00:00,2024-10-21 12:33:41.899233441+00:00,10,2,38,A,B,3,233.64,200,130,166836,13551266,AAPL,0,200,-2.186045699934712
2024-10-21 12:33:48.686584626+00:00,2024-10-21 12:33:48.686584626+00:00,10,2,38,A,B,0,233.77,100,130,165947,13557698,AAPL,100,2253,205.24854924980468
2024-10-21 12:33:48.686646314+00:00,2024-10-21 12:33:48.686646314+00:00,10,2,38,A,B,0,233.77,15,130,166385,13557700,AAPL,15,15,-43.47620184921463
2024-10-21 12:33:48.687003945+00:00,2024-10-21 12:33:48.687003945+00:00,10,2,38,C,B,0,233.77,100,130,165827,13557702,AAPL,-100,-100,-45.34461773192085
2024-10-21 12:33:48.690751022+00:00,2024-10-21 12:33:48.690751022+00:00,10,2,38,C,B,0,233.77,15,130,165943,13557706,AAPL,-15,-2168,-291.30736274346145
2024-10-21 12:33:49.477179785+00:00,2024-10-21 12:33:49.477179785+00:00,10,2,38,T,B,0,233.82,2,130,167342,13558736,AAPL,0,0,-43.71990826869805
2024-10-21 12:33:49.477179785+00:00,2024-10-21 12:33:49.477179785+00:00,10,2,38,C,A,0,233.82,2,130,167342,13558736,AAPL,-2,-2,-43.75240245796251
2024-10-21 12:33:49.544831228+00:00,2024-10-21 12:33:49.544831228+00:00,10,2,38,A,B,3,233.64,200,130,166890,13558796,AAPL,0,200,-2.186045699934712
2024-10-21 12:33:49.544930382+00:00,2024-10-21 12:33:49.544930382+00:00,10,2,38,C,A,1,233.88,200,130,166120,13558797,AAPL,0,1430,103.34884939353356
2024-10-21 12:33:49.544942069+00:00,2024-10-21 12:33:49.544942069+00:00,10,2,38,A,A,1,233.94,400,130,166444,13558798,AAPL,0,1630,116.99452979851998
2024-10-21 12:33:49.602010461+00:00,2024-10-21 12:33:49.602010461+00:00,10,2,38,C,B,3,233.64,200,130,165978,13558844,AAPL,0,-200,-85.25377083746139
2024-10-21 12:33:49.602023386+00:00,2024-10-21 12:33:49.602023386+00:00,10,2,38,A,B,2,233.68,200,130,166560,13558845,AAPL,0,201,-22.075504349240234
2024-10-21 12:33:50.024262364+00:00,2024-10-21 12:33:50.024262364+00:00,10,2,38,A,A,1,233.89,400,130,166407,13559142,AAPL,0,400,-16.428547458725237
2024-10-21 12:33:51.861072481+00:00,2024-10-21 12:33:51.861072481+00:00,10,2,38,A,B,2,233.69,200,130,166433,13560923,AAPL,0,200,-22.28317366208405
2024-10-21 12:33:52.769482629+00:00,2024-10-21 12:33:52.769482629+00:00,10,2,38,C,B,2,233.69,200,130,165932,13561912,AAPL,0,-951,-158.62259696606466
2024-10-21 12:33:52.769493295+00:00,2024-10-21 12:33:52.769493295+00:00,10,2,38,A,B,2,233.67,400,130,166020,13561913,AAPL,0,1151,92.61951503528256
2024-10-21 12:33:52.993927871+00:00,2024-10-21 12:33:52.993927871+00:00,10,2,38,C,B,0,233.75,5,130,165979,13562170,AAPL,-5,-2363,-262.4922482899328
2024-10-21 12:33:53.065065422+00:00,2024-10-21 12:33:53.065065422+00:00,10,2,38,C,B,1,233.67,200,130,166362,13562204,AAPL,0,-200,-57.36558867368446
2024-10-21 12:33:56.944168416+00:00,2024-10-21 12:33:56.944168416+00:00,10,2,38,C,B,7,233.4,10,130,166595,13565132,AAPL,0,-10,-44.45388154409959
2024-10-21 12:33:59.088811005+00:00,2024-10-21 12:33:59.088811005+00:00,10,2,38,C,B,1,233.67,200,130,166252,13567080,AAPL,0,-1051,-194.36995172111935
2024-10-21 12:33:59.088823750+00:00,2024-10-21 12:33:59.088823750+00:00,10,2,38,A,B,2,233.65,200,130,166406,13567081,AAPL,0,1050,114.61400571231779
2024-10-21 12:34:02.149897491+00:00,2024-10-21 12:34:02.149897491+00:00,10,2,38,A,B,0,233.78,100,130,166269,13571571,AAPL,100,2248,174.28657469849824
2024-10-21 12:34:02.149928619+00:00,2024-10-21 12:34:02.149928619+00:00,10,2,38,T,B,0,233.82,21,130,167824,13571572,AAPL,0,0,-43.71990826869805
2024-10-21 12:34:02.149928619+00:00,2024-10-21 12:34:02.149928619+00:00,10,2,38,C,A,0,233.82,21,130,167824,13571572,AAPL,21,1651,117.33571878579673
2024-10-21 12:34:02.149950355+00:00,2024-10-21 12:34:02.149950355+00:00,10,2,38,A,B,0,233.79,100,130,166797,13571573,AAPL,100,2338,211.14263457462027
2024-10-21 12:34:02.149954232+00:00,2024-10-21 12:34:02.149954232+00:00,10,2,38,A,B,0,233.8,1,130,165992,13571574,AAPL,1,2239,312.44648713045405
2024-10-21 12:34:02.149963811+00:00,2024-10-21 12:34:02.149963811+00:00,10,2,38,A,B,1,233.79,100,130,167307,13571576,AAPL,0,100,-36.897068066204845
2024-10-21 12:34:02.149968531+00:00,2024-10-21 12:34:02.149968531+00:00,10,2,38,C,B,1,233.79,100,130,166640,13571577,AAPL,0,-100,-50.54274847119126
2024-10-21 12:34:02.149995072+00:00,2024-10-21 12:34:02.149995072+00:00,10,2,38,C,B,1,233.79,100,130,166805,13571578,AAPL,0,-2238,-399.87005657321794
2024-10-21 12:34:02.150289648+00:00,2024-10-21 12:34:02.150289648+00:00,10,2,38,C,B,1,233.78,100,130,165919,13571579,AAPL,0,-2238,-296.9577416487936
2024-10-21 12:34:02.224326757+00:00,2024-10-21 12:34:02.224326757+00:00,10,2,38,C,A,0,233.89,200,130,167042,13571625,AAPL,-200,-200,-46.96932719514365
2024-10-21 12:34:02.250035378+00:00,2024-10-21 12:34:02.250035378+00:00,10,2,38,C,B,0,233.8,1,130,166207,13571640,AAPL,-1,-2149,-260.11792886730376
2024-10-21 12:34:02.433938165+00:00,2024-10-21 12:34:02.433938165+00:00,10,2,38,A,B,1,233.66,200,130,166517,13572434,AAPL,0,-850,-188.40814184472745
2024-10-21 12:34:04.221298672+00:00,2024-10-21 12:34:04.221298672+00:00,10,2,38,C,A,0,233.89,200,130,165922,13574762,AAPL,200,1493,98.0732799605238
2024-10-21 12:34:04.221593520+00:00,2024-10-21 12:34:04.221593520+00:00,10,2,38,A,B,0,233.78,100,130,166135,13574764,AAPL,100,2358,198.69758009266664
2024-10-21 12:34:04.221921450+00:00,2024-10-21 12:34:04.221921450+00:00,10,2,38,C,B,0,233.78,100,130,165822,13574767,AAPL,-100,-2358,-286.13739663006277
2024-10-21 12:34:04.223075802+00:00,2024-10-21 12:34:04.223075802+00:00,10,2,38,C,A,0,233.98,7,130,166520,13574770,AAPL,7,1353,130.7065180206935
2024-10-21 12:34:04.325592369+00:00,2024-10-21 12:34:04.325592369+00:00,10,2,38,A,A,0,233.9,200,130,166182,13575196,AAPL,200,1546,133.8422072847135
2024-10-21 12:34:06.238355905+00:00,2024-10-21 12:34:06.238355905+00:00,10,2,38,A,A,1,233.99,7,130,166572,13578395,AAPL,0,1293,94.82386103407822
2024-10-21 12:34:11.389652181+00:00,2024-10-21 12:34:11.389652181+00:00,10,2,38,C,A,1,233.99,7,130,166480,13582794,AAPL,0,1293,94.82386103407822
2024-10-21 12:34:13.393399417+00:00,2024-10-21 12:34:13.393399417+00:00,10,2,38,A,A,1,233.92,7,130,166988,13584267,AAPL,0,1293,94.82386103407822
2024-10-21 12:34:13.740065207+00:00,2024-10-21 12:34:13.740065207+00:00,10,2,38,A,A,0,233.89,200,130,166292,13585118,AAPL,200,200,-40.470489342252456
2024-10-21 12:34:14.476131192+00:00,2024-10-21 12:34:14.476131192+00:00,10,2,38,C,B,1,233.66,200,130,165852,13586519,AAPL,0,-200,-57.36558867368446
2024-10-21 12:34:14.476143802+00:00,2024-10-21 12:34:14.476143802+00:00,10,2,38,A,B,2,233.65,200,130,167059,13586520,AAPL,0,1050,114.61400571231779
2024-10-21 12:34:18.143679631+00:00,2024-10-21 12:34:18.143679631+00:00,10,2,38,A,A,0,233.88,200,130,166233,13590359,AAPL,200,200,-40.470489342252456
2024-10-21 12:34:21.570266497+00:00,2024-10-21 12:34:21.570266497+00:00,10,2,38,C,B,2,233.65,200,130,166039,13593501,AAPL,0,-1050,-202.05382224971387
2024-10-21 12:34:21.570278537+00:00,2024-10-21 12:34:21.570278537+00:00,10,2,38,A,B,2,233.63,200,130,166225,13593502,AAPL,0,1050,114.61400571231779
2024-10-21 12:34:24.634338724+00:00,2024-10-21 12:34:24.634338724+00:00,10,2,38,C,A,0,233.88,200,130,166448,13597163,AAPL,200,1493,98.0732799605238
2024-10-21 12:34:24.734729841+00:00,2024-10-21 12:34:24.734729841+00:00,10,2,38,A,A,0,233.88,200,130,166920,13597219,AAPL,200,1493,98.0732799605238
2024-10-21 12:34:26.051200518+00:00,2024-10-21 12:34:26.051200518+00:00,10,2,38,C,A,1,233.92,7,130,166643,13598381,AAPL,0,1293,94.82386103407822
2024-10-21 12:34:28.056511802+00:00,2024-10-21 12:34:28.056511802+00:00,10,2,38,A,A,1,233.9,7,130,166277,13599962,AAPL,0,1293,94.82386103407822
2024-10-21 12:34:31.566351603+00:00,2024-10-21 12:34:31.566351603+00:00,10,2,38,C,A,1,233.9,7,130,166467,13602648,AAPL,0,1293,94.82386103407822
2024-10-21 12:34:33.571362114+00:00,2024-10-21 12:34:33.571362114+00:00,10,2,38,A,A,1,233.89,7,130,166418,13605151,AAPL,0,1293,94.82386103407822
2024-10-21 12:34:33.720440799+00:00,2024-10-21 12:34:33.720440799+00:00,10,2,38,A,A,0,233.87,200,130,166416,13605371,AAPL,200,200,-40.470489342252456
2024-10-21 12:34:33.730448933+00:00,2024-10-21 12:34:33.730448933+00:00,10,2,38,A,A,0,233.86,200,130,166316,13605417,AAPL,200,200,-40.470489342252456
2024-10-21 12:34:33.745274141+00:00,2024-10-21 12:34:33.745274141+00:00,10,2,38,C,A,0,233.86,200,130,166148,13605429,AAPL,200,1493,98.0732799605238
2024-10-21 12:34:33.745287278+00:00,2024-10-21 12:34:33.745287278+00:00,10,2,38,A,A,1,233.92,400,130,167086,13605430,AAPL,0,1686,121.63762302987651
2024-10-21 12:34:33.747590481+00:00,2024-10-21 12:34:33.747590481+00:00,10,2,38,C,A,1,233.92,200,130,166701,13605453,AAPL,0,-200,-57.36558867368446
2024-10-21 12:34:33.751727739+00:00,2024-10-21 12:34:33.751727739+00:00,10,2,38,A,A,1,233.92,200,130,166205,13605456,AAPL,0,200,-30.074227863711645
2024-10-21 12:34:35.757406077+00:00,2024-10-21 12:34:35.757406077+00:00,10,2,38,C,A,0,233.89,7,130,166357,13607117,AAPL,7,1693,121.75135269230208
2024-10-21 12:34:37.761184677+00:00,2024-10-21 12:34:37.761184677+00:00,10,2,38,A,A,0,233.91,7,130,166260,13609173,AAPL,7,1693,121.75135269230208
2024-10-21 12:34:37.968027551+00:00,2024-10-21 12:34:37.968027551+00:00,10,2,38,C,A,1,233.92,200,130,165971,13609386,AAPL,0,-200,-57.36558867368446
